RNG Hexa,RNG Index,Frame 1,Frame 2,Frame 3,Frame 4,Frame 5,Frame 6,Frame 7,Frame 8,Frame 9,Frame 10,Extra Frame 1
87409a7e,145,(Mantis7) F1 (Q2) T4 (Chimera8) I9 (Robot6) C5 (Snake3),F1 (Grendel4) B2 (Snake5) T7 (Q6) C3 (Glacial8) I9,F1 (Q4) B2 (Malboro5) T7 (Creeps6) C3 (Mantis9) I8,(Q3) F1 (Unicorn2) B4 (Jelleye5) T7 (Mantis6) C8 (Creeps9),B1 (Glacial2) F4 (Elastoid5) C3 (Elnoyle6) T7 (Beast9) I8,(Elnoyle9) F2 (Jelleye3) I6 (Q5) T4 (Ruby1) C7 (Malboro8),(Elastoid9) B1 (King2) F4 (Q5) T7 (Mantis6) I3 (Glacial8),(Biggs9) F1 (Giant2) B4 (Q5) T7 (Chimera8) I6 (Mantis3),B1 (Q4) F2 (Grat5) C3 (Elastoid6) T7 (Mask9) I8,(Q4) F3 (Jelleye6) T2 (Mantis5) C1 (Grat9) I8 (Robot7),XX
31121ce7,146,(Robot7) F3 (Q2) B6 (Malboro5) C9 (Ruby8) T4 (Buel1),F2 (Beast1) B4 (Unicorn5) T7 (Q6) I8 (Ruby3) C9,C1 (Ruby2) B4 (Q5) T7 (Chimera8) I9 (King3) F6,F1 (Q4) B2 (Buel5) T7 (Robot8) I9 (Snake6) C3,B3 (Glacial6) T2 (Jelleye5) C1 (Elastoid4) I7 (Grendel9) F8,C1 (Mask2) B4 (Chimera5) T7 (Q6) F3 (Snake8) I9,(Grendel3) B1 (Malboro2) F4 (Q5) T7 (Mask6) I9 (King8),(Elastoid9) F2 (Q1) T6 (Grendel5) C3 (Mantis8) I7 (Snake4),F1 (Giant4) B2 (Jelleye5) T7 (Q6) C3 (Unicorn8) I9,(Elastoid9) F1 (Bird4) B2 (Elnoyle5) T7 (Q6) C3 (Mask8),XX
53dfdffc,147,(Q7) I8 (Malboro4) B9 (Mask1) F6 (Buel5) T2 (Grat3),(Creeps9) F1 (Q4) B2 (Snake3) C6 (Glacial8) T5 (Ruby7),(Elnoyle9) F1 (Buel2) B4 (Q5) T7 (Mantis8) I6 (Creeps3),(grendel1) F2 (Q3) B4 (ruby5) T7 (Buel6) C9 (Grat8),(Elastoid9) F3 (Q6) T5 (Mantis4) I2 (Unicorn1) C8 (Glacial7),,(Biggs9) F2 (Q5) T4 (Unicorn7) C1 (King6) B3 (Grat8),(Elnoyle9) F2 (Chimera1) B4 (Q5) I6 (Giant7) C3 (Jelleye8),F1 (Elastoid2) B4 (Q5) T7 (Bird9) C8 (Chimera6) I3,T6 (jelleye9) F2 (Q5) C3 (Biggs4) B1 (Robot7) I8,XX
68a228cd,148,F1 (Unicorn2) B4 (Jelleye5) T7 (Grendel6) C3 (Grat8) I9,F1 (Q2) B4 (Buel5) T7 (Chimera8) I9 (Malboro6) C3,(Unicorn9) F1 (Mask4) B2 (Q5) I6 (Buel8) C3 (King7),F4 (Malboro7) B3 (Q2) T1 (Elnoyle6) C5 (Elastoid9) I8,F1 (Q2) B4 (Buel5) T7 (Robot8) I9 (Giant6) C3,(Biggs9) F3 (Q6) T5 (Snake8) I7 (Malboro4) C2 (Ruby1),(Beast8) C5 (Q2) T1 (Unicorn4) B7 (Ruby6) F9 (Buel3),F1 (Malboro4) B2 (Creeps5) C3 (Biggs6) T7 (Giant8) I9,C1 (Q4) F2 (Glacial5) B3 (Elnoyle6) T7 (Chimera8) I9,F1 (Q4) B2 (Elnoyle5) C3 (Creeps6) T7 (King8) I9,XX
2eba152a,149,(Q3) F1 (Mantis2) B4 (Grendel5) T7 (Unicorn8) I9 (Buel6),(Unicorn7) F1 (Chimera2) T4 (Q8) I5 (Bird9) C6 (Grat3),F2 (Creeps3) B6 (Robot5) T4 (Giant1) C7 (Mask8) I9,(Creeps9) F3 (Mask2) B6 (Q5) I8 (Bird4) C7 (Jelleye1),(Elastoid9) F1 (Buel2) B4 (Q5) T7 (Grat6) C3 (Giant8),B2 (Glacial3) F6 (Q5) C9 (Snake8) T7 (Grat4) I1,F2 (Malboro5) T4 (Snake7) C1 (Q8) B3 (Beast6) I9,T5 (Ruby8) B1 (Snake4) C2 (Elnoyle3) F7 (Q6) I9,F2 (Biggs1) B4 (Beast5) T7 (Q3) C8 (Grendel9) I6,F1 (Snake2) B4 (Q5) T7 (King9) C8 (Chimera6) I3,XX
f34014a3,150,B1 (Biggs2) F4 (Q5) T7 (Snake9) C8 (King6) I3,(Q7) B3 (Jelleye6) I8 (Robot1) C9 (Ruby2) T4 (Glacial5),(Elnoyle9) F2 (King3) I6 (Q8) B7 (Grendel1) C5 (Unicorn4),B2 (Glacial3) F6 (Q5) T4 (Bird7) C1 (Jelleye9) I8,B3 (Grendel2) F6 (Q5) I9 (Chimera4) T1 (Biggs8) C7,B4 (Mantis7) C3 (Q2) T1 (Beast9) I8 (Elastoid6) F5,F1 (Elastoid2) B4 (Ruby5) C3 (Biggs6) T7 (Beast9) I8,F1 (Elnoyle4) B2 (King5) T7 (Q6) C3 (Buel8) I9,B1 (Beast4) F2 (Biggs5) I7 (Q8) T9 (Unicorn6) C3,F1 (Mask2) B4 (Q5) T7 (Bird9) C8 (Glacial6) I3,XX
1fffcd88,151,F1 (Q4) B2 (Elnoyle5) T7 (Chimera8) C3 (King9) I6,B1 (Mask4) F2 (Beast5) C3 (Biggs6) T7 (Q8) I9,(Elastoid9) F1 (Malboro2) B4 (Q5) T7 (Robot6) I3 (Bird8),B3 (Robot2) F6 (Q5) T4 (Giant1) C9 (Elnoyle7) I8,F1 (Robot4) B2 (Ruby5) T7 (Q6) C3 (Snake8) I9,F1 (Ruby2) B4 (Bird5) C3 (Biggs6) I8 (Q9) T7,(Biggs9) T4 (Creeps1) F2 (Buel5) I7 (Q6) C8 (Malboro3),F1 (Grendel2) B4 (Q5) T7 (Mask6) I3 (Buel9) C8,F1 (King2) B4 (Malboro5) T7 (Q3) I8 (Ruby6) C9,(Mantis9) F1 (Q4) B2 (Buel3) I5 (Grendel8) C6 (Ruby7),XX
6acf7de9,152,(Elnoyle9) F1 (King2) B4 (Q5) T7 (Creeps6) I3 (Chimera8),(Q4) F3 (Jelleye6) T2 (Glacial5) C1 (Robot9) I8 (Malboro7),B2 (Q5) T4 (Biggs7) C1 (Elastoid6) F3 (King8) I9,(Chimera7) T5 (Robot8) B1 (Q2) C4 (Glacial3) I9 (Malboro6),(Giant9) F1 (Q4) B2 (Snake3) I5 (Bird8) C6 (King7),(Q1) F2 (Malboro5) C3 (Jelleye9) I8 (Mask4) B7 (Grendel6),(Biggs9) F1 (Q2) B4 (Creeps5) T7 (Buel8) I6 (Mantis3),(Elastoid9) C5 (Chimera8) F6 (Q4) T7 (Bird1) I2 (Grendel3),(Elastoid9) B2 (Elnoyle1) T6 (Q5) C3 (King4) I7 (Mantis8),(Q7) F3 (Robot2) B6 (Beast5) I8 (Mantis9) T1 (Ruby4),XX
8f75a896,153,(Malboro7) B1 (Giant2) T4 (Q3) I8 (Creeps6) C5 (Ruby9),(Biggs9) F2 (Creeps3) I6 (Q5) T4 (Jelleye7) C8 (Beast1),(Bird7) F1 (King2) T4 (Chimera8) B9 (Snake3) I6 (Q5),(Bird7) B3 (Grendel2) F6 (Q5) I9 (Beast1) T4 (King8),(Jelleye9) B1 (Q4) F2 (Creeps3) C6 (Mantis5) I8 (Snake7),F1 (Elnoyle2) B4 (beast5) T7 (Q6) C3 (Buel8) I9,(Q4) F3 (Mask2) B6 (Bird5) T1 (Ruby9) C8 (Buel7),(King7) F2 (Q5) T4 (Buel8) B1 (Unicorn3) C9 (Snake6),(Elnoyle9) F1 (Jelleye2) B4 (Grendel5) I8 (Beast3) C7 (Q6),(Q1) F3 (Robot2) B6 (Unicorn5) C9 (Glacial4) I8 (Grat7),XX
835d9e1f,154,(Chimera7) F2 (Creeps3) B6 (Q5) I9 (Bird4) T1 (Beast8),(Buel7) F2 (Q3) B5 (Creeps8) C9 (Snake4) I6 (Jelleye1),(Beast8) F1 (Ruby2) B4 (Q5) T7 (Jelleye9) C6 (Buel3),(grendel7) F2 (Q5) C3 (Glacial6) B9 (Buel8) I4 (Creeps1),(Elnoyle9) F2 (robot3) I6 (Q5) T4 (Chimera8) B7 (Bird1),(Elnoyle9) T5 (Q8) B1 (King6) I7 (Mantis2) C4 (Creeps3),(Biggs9) B1 (Chimera2) F4 (Beast5) T7 (Q3) I8 (Mantis6),(Robot7) F1 (Q2) T4 (Grendel3) I8 (Giant6) C5 (Chimera9),(Elastoid9) B1 (Q2) F4 (Buel5) T7 (Creeps6) C8 (King3),(Q3) F1 (Grendel2) B4 (Malboro5) T7 (Giant6) I8 (Chimera9),XX
911e31d4,155,(Elastoid9) F1 (Mantis2) B4 (Q5) T7 (Bird8) I6 (Unicorn3),(Glacial9) F1 (Malboro2) B4 (Q5) T7 (Snake6) I8 (Bird3),(Biggs9) F1 (King2) B4 (Giant5) T7 (Q8) I6 (Bird3),(Q4) F3 (Robot2) T1 (Bird8) B7 (Giant9) I5 (Chimera6),(Q1) F3 (Giant2) B6 (Malboro5) C9 (Snake8) I7 (Creeps4),(Biggs9) F1 (Robot2) B4 (Q5) T7 (Malboro6) I3 (Snake8),(Elnoyle9) F1 (Q2) B4 (Ruby5) C6 (Unicorn7) I8 (Biggs3),(Biggs9) C3 (Q2) I6 (Grendel1) B4 (Glacial5) F8 (Bird7),(King9) F1 (Beast2) B4 (Q5) I6 (Jelleye3) T7 (Giant8),(Snake9) F1 (Mantis2) B4 (Q5) T7 (Mask8) I6 (Buel3),XX
ef89aac5,156,(Robot7) F2 (Mask3) B6 (Q5) T4 (Buel1) I8 (Bird9),F1 (Snake4) B2 (Grat5) C3 (Elastoid6) T7 (Q8) I9,(Elnoyle9) F1 (Q2) B4 (Malboro5) T7 (King8) I6 (Ruby3),(Q7) F1 (Creeps4) B2 (Giant5) I8 (Beast9) C6 (Grat3),F1 (Q4) B2 (Elastoid5) T7 (King6) C3 (Creeps9) I8,(Jelleye9) F1 (Q4) B2 (Malboro5) I8 (Creeps3) C6 (Buel7),(Elnoyle9) C1 (Grat4) F2 (Q5) I6 (Malboro7) B3 (Mantis8),(Biggs9) B2 (Giant1) T6 (Q5) C3 (Beast4) I7 (Glacial8),B3 (Chimera2) F6 (Q5) C9 (Buel8) I7 (Jelleye4) T1,,XX
79aec0c2,157,C1 (Elastoid2) B4 (Unicorn5) F3 (Biggs6) T7 (Snake9) I8,F1 (King2) B4 (Snake5) T7 (Robot6) C3 (Q8) I9,T6 (Beast9) B2 (Q5) C3 (Unicorn4) F1 (Bird7) I8,F1 (Elnoyle2) B4 (Q5) T7 (Ruby6) C3 (Grat9) I8,F1 (Elnoyle2) B4 (Glacial5) T7 (Q6) C3 (Creeps8) I9,B1 (Elnoyle2) F4 (Grendel5) T7 (Q3) I8 (Buel9) C6,B1 (Unicorn4) F2 (Creeps5) T7 (Q6) C3 (King8) I9,(Q1) F2 (Grendel3) B6 (Grat5) C9 (Mantis4) I8 (Jelleye7),B1 (Q4) F2 (Biggs5) T7 (Mantis8) C9 (Glacial6) I3,(Q1) T6 (Jelleye9) B2 (Grat5) C3 (Mask4) I8 (King7),XX
117c355b,158,F1 (Q4) B2 (Creeps5) T7 (Grat6) C3 (Giant8) I9,(Q4) T1 (Chimera5) I8 (Robot9) C7 (Mask6) B2 (Grat3),(Q7) B2 (Ruby3) I8 (Robot5) F9 (Chimera4) T1 (Grat6),F1 (Q4) B2 (Giant5) T7 (Ruby8) C3 (Unicorn9) I6,(King9) B2 (Q5) I6 (Ruby3) T8 (Glacial7) F4 (Grat1),F1 (Elastoid2) B4 (Beast5) T7 (Q8) I9 (Malboro3) C6,(Biggs9) F1 (Mantis2) B4 (Beast5) T7 (Q8) I6 (Bird3),F1 (Malboro4) B2 (Q5) T7 (Snake6) C3 (Glacial9) I8,F2 (Beast3) B6 (Q5) T4 (Elnoyle1) C9 (Malboro7) I8,(Malboro7) F1 (Giant2) T4 (Q5) I8 (Creeps9) B6 (Mantis3),XX
848758e0,159,(Robot7) F2 (Beast1) T6 (King3) C5 (Q9) I8 (Snake4),F2 (Q5) T4 (Elnoyle7) C1 (Mask3) I8 (Ruby6) B9,F2 (Beast1) T6 (Q9) I8 (Creeps5) C3 (King4) B7,F1 (Robot4) B2 (King5) T7 (Q6) C3 (Mask8) I9,F3 (Q2) B6 (Grendel5) T4 (Biggs7) I8 (King9) C1,F1 (Mask4) B2 (Q5) T7 (Mantis8) C9 (Unicorn6) I3,F2 (Bird3) B6 (Giant5) C9 (Q8) T1 (Biggs7) I4,(Q4) T7 (Bird8) B9 (Buel5) F6 (Chimera1) C2 (Creeps3),T5 (Elnoyle8) F1 (Beast4) C2 (Giant3) B7 (Q9) I6,(Grendel7) F2 (Q1) T6 (Buel5) C3 (Ruby8) I9 (Bird4),XX
58c58b61,160,B1 (Chimera4) F2 (Malboro5) C3 (Glacial6) T7 (Q8) I9,B1 (Q2) F4 (Snake5) T7 (King6) C3 (Robot8) I9,(Mantis9) F2 (Glacial3) I6 (Q4) C5 (Creeps8) T7 (Ruby1),B1 (Elnoyle2) F4 (King5) T7 (Q6) C3 (Glacial8) I9,(Q7) F1 (Beast2) T4 (Jelleye9) I8 (Snake6) C5 (Mask3),F3 (King2) B6 (Q5) I9 (Mantis4) T1 (Biggs8) C7,(Mask7) F3 (Chimera6) C4 (Q5) T8 (Grat9) I2 (Malboro1),(Biggs9) T2 (Grendel1) B4 (Robot5) C7 (Q6) I8 (Grat3),(Q7) F1 (Beast2) T4 (Bird3) I8 (King6) C5 (Mantis9) ,(Biggs9) B1 (Chimera2) F4 (Q5) T7 (Buel6) I3 (Unicorn8),XX
a9a589ae,161,F3 (Beast2) B5 (Elnoyle6) I9 (Q8) T4 (Unicorn1) C7,T5 (Q8) F1 (Giant4) C2 (Chimera3) I7 (Beast9) B6,(Elnoyle9) C1 (Malboro4) F2 (Q5) I6 (Grendel7) B3 (Chimera8),C3 (Elastoid6) T2 (Q1) F5 (Chimera4) I9 (Bird8) B7,(Grendel7) F2 (Mask3) B6 (Q5) I9 (Ruby4) T1 (Robot8),(King7) F2 (Q1) T6 (Unicorn5) C3 (Creeps8) I9 (Snake4),(Jelleye9) F1 (Q2) B4 (Beast5) T7 (Grat8) C6 (Snake3),(Elastoid9) C1 (Glacial4) F2 (King5) I8 (Ruby6) B7 (Q3),(Grendel7) F1 (King2) T4 (Bird8) I5 (Q6) C9 (Ruby3),(Elnoyle9) F2 (Giant3) I6 (Q5) T4 (Mask1) C7 (Grendel8),XX
cb3b1657,162,(Unicorn7) F1 (Snake2) T4 (Ruby3) B5 (Q8) I9 (Chimera6),F1 (Q4) B2 (Giant5) C3 (Creeps6) T7 (Ruby8) I9,(Elnoyle9) F1 (Q4) B2 (Unicorn5) C8 (Mantis3) I6 (Grat7),(Elnoyle9) B1 (Q2) F4 (Jelleye7) C8 (Unicorn5) I6 (Glacial3),(Unicorn7) F1 (Mask2) T4 (Mantis8) I5 (Q9) B6 (Creeps3),(Elnoyle9) F2 (Biggs3) I6 (Q4) B8 (Jelleye1) T5 (Creeps7),(King7) F2 (Q1) T6 (Buel5) C3 (Unicorn8) I9 (Glacial4),B1 (Q4) F2 (Beast5) T7 (King8) C3 (Malboro9) I6,(Snake9) F1 (Unicorn2) B4 (Q5) T7 (King8) I6 (Glacial3),(Q3) F1 (Robot2) B4 (Chimera5) T7 (King6) I8 (Glacial9),XX
d4ca4eac,163,F2 (Q1) T6 (Beast5) C3 (Buel9) I8 (Malboro7) B4,(Elastoid9) F2 (Q1) T6 (Giant5) C3 (Unicorn8) I7 (Snake4),(Q1) F2 (Grendel3) B6 (Unicorn5) I9 (Mask8) T7 (Snake4),(Elnoyle9) C1 (Beast2) B4 (Q5) T7 (Creeps6) I3 (Buel8),(King7) F2 (Q1) T6 (Jelleye5) C3 (Mask8) I9 (Snake4),(Biggs9) F1 (Grendel2) B4 (Giant5) T7 (Creeps6) I8 (Q3),F1 (Giant2) B4 (Q5) T7 (Mask8) C9 (Snake6) I3,C1 (Robot4) F2 (Jelleye5) B3 (Beast6) T7 (Grat8) I9,(Elnoyle9) C2 (Ruby3) I6 (Q7) F5 (Beast4) B8 (Snake1),(Biggs9) C2 (Beast3) I6 (Q7) B8 (Grat1) F5 (Unicorn4),XX
faabbbbd,164,(Biggs9) B5 (Q8) T7 (King4) F6 (Chimera1) I2 (Malboro3),F1 (Grendel2) B4 (Glacial5) T7 (Giant6) C3 (Mantis8) I9,(Giant9) F1 (Q2) B4 (Ruby7) I8 (King6) C5 (Creeps3),C1 (Q4) F2 (Robot5) B3 (Giant6) T7 (Mantis8) I9,(Elnoyle9) F1 (Glacial2) B4 (Buel5) T7 (Q6) C8 (Creeps3),T6 (King9) F2 (Ruby5) C3 (Q1) I8 (Chimera7) B4,F1 (Biggs4) B2 (Beast5) T7 (Q3) I8 (Glacial9) C6,C1 (Chimera4) F2 (King5) B3 (Elastoid6) T7 (Q9) I8,(Q7) F2 (Mask3) B6 (Malboro9) T5 (Robot8) C4 (Snake1),F3 (Bird6) T2 (Q5) C1 (Biggs4) B9 (Jelleye8) I7,XX
2fcaef5a,165,F3 (Q2) C6 (Biggs9) T1 (Elnoyle8) I5 (Grat4) B7,(Ruby3) C1 (Glacial2) F4 (Q5) T7 (Grendel6) B9 (Grat8),C1 (Jelleye2) B4 (Glacial5) T7 (Q8) F9 (Bird6) I3,(Elnoyle9) F5 (Q8) I7 (Mantis4) B6 (Elastoid2) C3 (Grendel1),C1 (Q4) F2 (Biggs5) B3 (Jelleye6) T7 (Bird9) I8,B1 (Beast4) C2 (Elastoid5) F3 (Snake6) T7 (Bird9) I8,F2 (Malboro3) B6 (Q5) T4 (King1) I9 (Jelleye7) C8,(Elastoid9) C5 (Beast4) F6 (Q2) T1 (Malboro3) I8 (Grendel7),(Elnoyle9) B1 (King2) F4 (Q5) T7 (Mantis6) I3 (Robot8),(Jelleye9) F1 (Q2) B4 (King7) C6 (Giant5) I8 (Robot3),XX
83033d13,166,(Q7) F3 (Mantis6) T5 (Jelleye8) C9 (Chimera4) I2 (Giant1),(Elastoid9) F1 (Q2) B4 (Buel5) T7 (Grat6) C8 (Malboro3),(Biggs9) F1 (Glacial2) B4 (Mantis5) T7 (Unicorn6) C3 (Q8),F1 (Q4) B2 (Chimera5) C3 (Bird6) T7 (Robot8) I9,F1 (Glacial2) B4 (Q5) C3 (Biggs6) T7 (Snake9) I8,(Elastoid9) F1 (Bird4) B2 (Q5) T7 (King6) C3 (Mantis8),F1 (Giant2) B4 (Q5) T7 (Bird9) C8 (Chimera6) I3,(Biggs9) T4 (Q7) C1 (Elastoid2) I8 (Snake6) F3 (Bird5),C1 (Giant4) F2 (Ruby5) B3 (King6) T7 (Malboro9) I8,C1 (Q4) F2 (Snake5) B3 (Beast6) T7 (King8) I9,XX
50c4df38,167,F1 (Elnoyle2) B4 (Beast5) T7 (Q6) C3 (Creeps8) I9,C1 (Giant2) F4 (Mask5) T7 (Malboro6) B3 (Grendel8) I9,F1 (Buel4) B2 (Grendel5) T7 (King8) C3 (Q6) I9,F3 (Q2) B6 (Robot5) T4 (Malboro7) C1 (Jelleye9) I8,B1 (Creeps2) F4 (Buel5) T7 (Q6) I8 (Glacial3) C9,(Elastoid9) F1 (Q2) B4 (Giant7) I8 (Jelleye3) C6 (Ruby5),F1 (Giant2) B4 (Q5) T7 (Buel6) C3 (King9) I8,F2 (Q5) T4 (Glacial7) C1 (Beast6) B3 (Ruby8) I9,F1 (Q4) B2 (Glacial5) C3 (Ruby6) T7 (Unicorn9) I8,(Giant6) F1 (Q2) B4 (Grendel5) T7 (Buel3) I8 (Snake9),XX
8c3497d9,168,(Elnoyle9) F2 (King1) T6 (Mask5) C3 (Beast4) I8 (Q7),F1 (Q2) B4 (Mantis5) T7 (Creeps6) C3 (Mask9) I8,(Biggs9) F2 (Giant3) I6 (Q5) T4 (Jelleye7) C8 (Grat1),C1 (Q4) F2 (Elastoid5) B3 (Mask6) T7 (Grat8) I9,(Q4) F3 (Glacial6) B9 (Snake8) T7 (Mantis5) I2 (Buel1),XX,XX,XX,XX,XX,XX
89ac9dc6,169,(Q1) F2 (Unicorn3) B6 (Robot5) C9 (Buel4) T7 (Grat8),(Q1) F2 (Snake3) B6 (Beast5) C9 (Grat8) I7 (Glacial4),B1 (Malboro4) C2 (Bird5) F3 (Unicorn6) T8 (Q9) I7,F1 (Beast4) B2 (Elnoyle5) C3 (Unicorn6) T7 (Q9) I8,(Elastoid9) T5 (Biggs6) B1 (Ruby4) C2 (Malboro7) I8 (Q3),F1 (Q4) B2 (Beast5) C3 (Elnoyle6) T7 (Buel9) I8,F3 (Elastoid6) T2 (Beast5) I9 (Malboro7) B8 (Robot1) C4,F2 (Beast3) B6 (Q5) T4 (Elastoid7) C1 (Snake8) I9,C1 (Elnoyle2) B4 (Q5) T7 (Creeps8) I9 (King6) F3,F1 (Ruby2) B4 (Giant5) T7 (Q6) I8 (Chimera3) C9,XX
a103658f,170,F1 (Mask4) B2 (Ruby5) T7 (Q8) I9 (Glacial6) C3,(Q7) B1 (King4) F2 (Buel5) I8 (Ruby6) C3 (Grendel9),(King7) F1 (Q2) T4 (Mask3) I8 (Grat9) C6 (Buel5),B2 (Elnoyle1) T6 (Biggs5) C3 (King9) I8 (Snake7) F4,F2 (Q1) T6 (Ruby9) I8 (Mantis3) C5 (Jelleye7) B4,(Biggs9) F1 (King2) B4 (Q5) T7 (Grat8) I6 (Giant3),C1 (Buel4) F2 (Elastoid5) B3 (Q6) T7 (Unicorn8) I9,T6 (Q9) F2 (Robot5) C3 (Mantis8) I7 (Beast4) B1,(Robot1) T6 (Ruby9) B2 (Q5) C3 (Grat4) I8 (Mask7),C1 (Unicorn4) F2 (Q5) B3 (Biggs6) T9 (Grat7) I8,XX
816f9684,171,(Biggs9) F2 (Q5) T4 (King7) C1 (Creeps3) B6 (Robot8),(Q3) B1 (King2) F4 (Jelleye5) T7 (Grat6) I8 (Mask9),C1 (Buel2) B4 (Beast5) T7 (Q6) I8 (Grat3) F9,C1 (Q4) F2 (Ruby5) B3 (Glacial6) T7 (Mask9) I8,B1 (Q4) F2 (Grendel5) C3 (Biggs6) T7 (Snake9) I8,(Elnoyle9) F1 (Bird2) B4 (Grendel5) T7 (Q6) I8 (Grat3),C1 (Q4) F2 (Elastoid5) B3 (King6) T7 (Mask9) I8,B1 (Elnoyle4) F2 (Robot5) T7 (Q8) C3 (Unicorn9) I6,F1 (Q2) B4 (Bird5) T7 (Mantis6) C3 (Mask9) I8,F1 (Creeps2) B4 (Robot5) C3 (Malboro6) T7 (Biggs9) I8,XX
e7843bb5,172,(Bird9) F1 (Giant2) B4 (Q5) T7 (Mask6) C3 (Glacial8),T2 (Q1) B5 (Biggs6) F9 (Bird8) C3 (grat7) I4,(Q4) F2 (Chimera5) B3 (Mantis6) T1 (Buel8) I9 (Bird7),(Biggs9) F2 (Malboro1) T6 (Buel5) C3 (Q4) I8 (Chimera7),F1 (Malboro4) B2 (Q5) T7 (Glacial8) C3 (Chimera9) I6,F3 (Malboro6) T2 (Elastoid5) I8 (King4)  C1 (Q9) B7,C1 (Q4) F2 (Elnoyle5) B3 (robot6) T7 (Chimera8) I9,C1 (Q4) F2 (Malboro5) B3 (Grat6) T7 (Bird9) I8,F3 (Jelleye6) I9 (Chimera7) T2 (Malboro5) B8 (Beast1) C4,F1 (Creeps2) B4 (Elastoid5) T7 (Q6) I8 (Buel3) C9,XX
57a100f2,173,C1 (Q4) F2 (Mask5) B3 (Robot6) T7 (Grendel8) I9,B1 (Q4) C2 (Elnoyle5) F3 (Snake6) T7 (Malboro8) I9,(Buel9) F1 (Q2) B4 (Chimera5) I8 (Mantis7) C6 (Jelleye3),(Q4) F2 (Ruby5) C6 (Mantis3) T1 (Robot7) I8 (Giant9),(Q4) F3 (jelleye6) T2 (Unicorn5) C1 (Chimera9) I8 (Giant7),(Unicorn7) B1 (Robot2) T4 (Q8) I5 (Ruby3) C9 (Grat6),(Q6) F1 (Ruby2) B4 (Mask5) T7 (Unicorn8) C3 (Chimera9),(Biggs9) T2 (Elnoyle3) I6 (Q5) C1 (Grendel7) B4 (Chimera8),C1 (Beast2) B4 (Q5) T7 (Glacial8) F3 (Buel9) I6,(Elastoid9) F1 (Ruby2) B4 (Q5) I6 (Grendel7) C3 (Jelleye8),XX
59ec0bcb,174,(Q1) F3 (Robot2) B6 (Grendel5) C9 (Creeps8) I7 (Mantis4),(Bird9) F1 (Q4) B2 (Snake3) C6 (Mantis8) T5 (Creeps7),(Q1) B3 (Buel6) F9 (Snake2) C5 (Ruby8) T7 (Jelleye4),(Biggs9) F2 (Grendel1) T6 (Q5) C3 (Ruby4) I7 (Mask8),(Q1) B6 (King9) T5 (Chimera8) I7 (Grendel2) C4 (Snake3),(Q4) F3 (King2) T1 (Mask7) I8 (Malboro6) C5 (Grendel9),(Biggs9) B2 (Mask1) T6 (Q5) C3 (Jelleye4) F7 (Grat8),(Q1) F2 (Chimera3) B6 (Mask5) C9 (Grat8) T7 (Unicorn4),(Biggs9) C4 (Q7) F2 (Robot5) I8 (Giant3) T1 (Snake6),(Q1) F2 (Ruby5) B3 (Bird6) C9 (Jelleye4) T7 (Buel8),XX
0a69c090,175,(Biggs9) C1 (Beast2) B4 (Chimera5) T7 (Q3) I8 (Bird6),(Bird9) F2 (Q1) T6 (grendel5) C3 (Creeps8) I7 (Mantis4),F2 (Beast3) B6 (Bird5) I9 (Creeps4) T1 (Mantis8) C7,B1 (Q4) F2 (Beast5) T7 (Buel6) C3 (Grat8) I9,(Elastoid9) B2 (Q5) T4 (Mask1) I7 (Snake3) F6 (Unicorn8),(Malboro7) F2 (Q3) B5 (Jelleye8) I9 (Unicorn4) C6 (Ruby1),F1 (Ruby4) B2 (Mask5) C3 (Elnoyle6) T7 (Giant9) I8,(Q7) F1 (jelleye4) B2 (Giant5) I8 (Mask3) C9 (Buel6),F4 (Malboro7) B3 (Q2) T1 (Elastoid6) C5 (Chimera8) I9,F1 (Elastoid2) B4 (Robot5) C3 (Snake6) T7 (Q9) I8,XX
76068351,176,(Elastoid9) F1 (King4) B2 (Unicorn5) I7 (Q3) C8 (Malboro6),(King4) F3 (Q2) T1 (Chimera7) I8 (Glacial6) C9 (Snake5),(Q4) F3 (Beast6) T2 (King5) C1 (jelleye9) I8 (Mask7),F1 (Q4) B2 (Bird5) T7 (Mask8) C3 (Buel9) I6,(Q4) F3 (Jelleye6) T2 (King5) C1 (Robot9) I8 (Glacial7),(Snake9) F1 (Mask2) B4 (Q5) T7 (Buel6) I8 (Bird3),(Biggs9) C1 (Ruby2) B4 (Bird5) T7 (Q3) F8 (Creeps6),(Q4) F3 (Mantis6) T2 (King5) C1 (Ruby9) I8 (Bird7),(Biggs9) F1 (Buel2) B4 (Grendel5) T7 (Q8) I6 (Giant3),(Elastoid9) B1 (Q4) F2 (Bird5) C3 (Mask6) I8 (King7),XX
5b3344de,177,C1 (Q4) F2 (Snake5) B3 (Mask6) T7 (Chimera8) I9,(Biggs9) F5 (Q8) T7 (Robot4) B6 (mask3) I2 (Grat1),(Q7) F1 (Creeps4) B2 (Mask5) I8 (Chimera3) C6 (King9),(Biggs9) B2 (Chimera1) T6 (Beast5) C3 (Q4) I8 (Jelleye7),(Q7) F3 (Robot6) T2 (Bird5) I8 (Glacial1) C4 (Buel9),(Jelleye9) F1 (Glacial4) B2 (Q5) I7 (Giant6) C3 (Buel8),XX,XX,XX,XX,XX
