RNG Hexa,RNG Index,Instant mash ?,Frame 1,Frame 2,Frame 3,Frame 4,Frame 5,Frame 6,Frame 7,Frame 8,Frame 9,Frame 10,Extra Frame 1,,,
848758e0,159,NO = 61,GIM47N / TonberryKing / Anacondaur / Behemoth,Elnoyle / Belhelmel / RubyDragon / GlacialEye,Behemoth / TonberryKing / Creeps / Anacondaur,GIM47N / Belhelmel / TonberryKing / Grendel,Grendel / Wedge+Biggs / TonberryKing / Grat,Buel / Belhelmel / GrandMantis / Mesmerize,Thrustaevis / Wedge+Biggs / IronGiant / Belhelmel,Creeps / Thrustaevis / Buel / Chimera,IronGiant / Behemoth / Jelleye / Elnoyle,Thrustaevis / Buel / Grendel / RubyDragon,X,,,
58c58b61,160,YES = 0,GlacialEye / Malboro / Chimera / RubyDragon,Creeps / TonberryKing / Anacondaur / GIM47N,GrandMantis / GlacialEye / Creeps / RubyDragon,GlacialEye / TonberryKing / Elnoyle / Chimera,Anacondaur / Belhelmel / Jelleye / Behemoth,TonberryKing / Wedge+Biggs / Belhelmel / GrandMantis,Chimera / Belhelmel / Grat / Malboro,GIM47N / Wedge+Biggs / Grat / Grendel,TonberryKing / Thrustaevis / Behemoth / GrandMantis,Chimera / Wedge+Biggs / Buel / Mesmerize,X,,,
a9a589ae,161,YES = 0,Behemoth / Creeps / Mesmerize / Elnoyle,GIM47N / Chimera / IronGiant / Behemoth,Elnoyle / Grendel / Chimera / Malboro,Grat / Chimera / Thrustaevis / Elastoid,Belhelmel / Grendel / GIM47N / RubyDragon,Creeps / Anacondaur / TonberryKing / Mesmerize,Grat / Jelleye / Anacondaur / Behemoth,Elastoid / GlacialEye / RubyDragon / TonberryKing,RubyDragon / TonberryKing / Grendel / Thrustaevis,IronGiant / Belhelmel / Elnoyle / Grendel,X,,,
cb3b1657,162,NO = 110,Mesmerize / RubyDragon / Anacondaur / Chimera,RubyDragon / Creeps / Grendel / IronGiant,GrandMantis / Mesmerize / Elnoyle / Grat,GlacialEye / Elnoyle / Jelleye / Mesmerize,Creeps / Mesmerize / GrandMantis / Belhelmel,Jelleye / Elnoyle / Wedge+Biggs / Creeps,Mesmerize / GlacialEye / Buel / TonberryKing,Malboro / TonberryKing / Behemoth / Grat,TonberryKing / GlacialEye / Mesmerize / Anacondaur,Chimera / TonberryKing / GlacialEye / GIM47N,X,,,
d4ca4eac,163,NO = 17,Behemoth / Malboro / GrandMantis / Buel,Elastoid / IronGiant / Anacondaur / Mesmerize,Grendel / Anacondaur / Belhelmel / Mesmerize,Buel / Behemoth / Elnoyle / Creeps,Belhelmel / Anacondaur / Jelleye / TonberryKing,Creeps / IronGiant / Wedge+Biggs / Grendel,IronGiant / Anacondaur / Grat / Belhelmel,Behemoth / Grat / GIM47N / Jelleye,RubyDragon / Anacondaur / Behemoth / Elnoyle,Wedge+Biggs / Behemoth / Mesmerize / Grat,X,,,
faabbbbd,164,YES = 0,Wedge+Biggs / Chimera / TonberryKing / Malboro,GlacialEye / Grendel / GrandMantis / IronGiant,Creeps / IronGiant / RubyDragon / TonberryKing,GrandMantis / Grendel / IronGiant / GIM47N,GlacialEye / Buel / Elnoyle / Creeps,RubyDragon / TonberryKing / Chimera / Wedge+Biggs,Wedge+Biggs / Belhelmel / GlacialEye / Behemoth,Chimera / TonberryKing / GlacialEye / Elastoid,Malboro / Belhelmel / GIM47N / Anacondaur,Jelleye / Wedge+Biggs / Thrustaevis / TonberryKing,X,,,
2fcaef5a,165,NO = 48,Wedge+Biggs / Elnoyle / Chimera / Grat,GlacialEye / RubyDragon / Grat / Grendel,Anacondaur / Jelleye / GlacialEye / Thrustaevis,GrandMantis / Elastoid / Grendel / Elnoyle,Mesmerize / Jelleye / Thrustaevis / Wedge+Biggs,Thrustaevis / Elastoid / Anacondaur / Behemoth,TonberryKing / Jelleye / Malboro / Elastoid,Behemoth / Elastoid / Grendel / Malboro,GIM47N / GrandMantis / Elnoyle / TonberryKing,TonberryKing / GIM47N / Jelleye / IronGiant,X,,,
83033d13,166,NO = 107,Chimera / GrandMantis / IronGiant / Jelleye,Malboro / Elastoid / Buel / Grat,Wedge+Biggs / GrandMantis / Mesmerize / GlacialEye,Chimera / GIM47N / Thrustaevis / Grendel,Anacondaur / Wedge+Biggs / GlacialEye / Grendel,GrandMantis / Thrustaevis / Elastoid / TonberryKing,Mesmerize / IronGiant / Thrustaevis / Chimera,Thrustaevis / Anacondaur / Elastoid / Wedge+Biggs,TonberryKing / IronGiant / RubyDragon / Malboro,Behemoth / Anacondaur / Creeps / TonberryKing,X,,,
50c4df38,167,NO = 92,Behemoth / Grat / Creeps / Elnoyle,Belhelmel / Malboro / Grendel / IronGiant,Grendel / Buel / TonberryKing / Chimera,Buel / Malboro / Jelleye / GIM47N,GlacialEye / Buel / IronGiant / Creeps,RubyDragon / IronGiant / Jelleye / Elastoid,IronGiant / Buel / TonberryKing / Belhelmel,RubyDragon / Behemoth / GlacialEye / GIM47N,RubyDragon / Mesmerize / GlacialEye / Anacondaur,IronGiant / Grendel / Anacondaur / Buel,X,,,
8c3497d9,168,YES = 0,Belhelmel / TonberryKing / Elnoyle / Behemoth,Creeps / Belhelmel / GrandMantis / Anacondaur,Grat / Wedge+Biggs / IronGiant / Jelleye,Mesmerize / Elastoid / Grat / Belhelmel,Anacondaur / GrandMantis / Buel / GlacialEye,XX,XX,XX,XX,XX,X,,,
89ac9dc6,169,YES = 0,Mesmerize / GIM47N / Buel / Grat,Anacondaur / Grat / Behemoth / GlacialEye,Jelleye / Malboro / Mesmerize / Thrustaevis,Mesmerize / Grat / Elnoyle / Behemoth,Malboro / Elastoid / Wedge+Biggs / RubyDragon,Elnoyle / Buel / Belhelmel / Behemoth,Behemoth / Malboro / GIM47N / Elastoid,Elastoid / Behemoth / Anacondaur / Malboro,Elnoyle / Creeps / TonberryKing / Buel,Buel / Chimera / RubyDragon / IronGiant,X,,,
a103658f,170,NO = 52,Belhelmel / GlacialEye / RubyDragon / GrandMantis,Grendel / TonberryKing / Buel / RubyDragon,Grat / Belhelmel / TonberryKing / Buel,Wedge+Biggs / TonberryKing / Anacondaur / Elnoyle,RubyDragon / Belhelmel / GrandMantis / Jelleye,IronGiant / Wedge+Biggs / Grat / TonberryKing,GIM47N / Buel / Mesmerize / Elastoid,Creeps / GrandMantis / Behemoth / GIM47N,Grat / GIM47N / RubyDragon / Belhelmel,Mesmerize / Grat / GlacialEye / Wedge+Biggs,X,,,
816f9684,171,NO = 116,GIM47N / TonberryKing / Wedge+Biggs / Creeps,TonberryKing / Belhelmel / Grat / Jelleye,Grat / TonberryKing / Behemoth / Buel,Belhelmel / Mesmerize / GlacialEye / RubyDragon,Grendel / Wedge+Biggs / Mesmerize / Anacondaur,Grat / Thrustaevis / Grendel / Elnoyle,Belhelmel / TonberryKing / Grat / Elastoid,Elnoyle / Belhelmel / GIM47N / Mesmerize,IronGiant / GrandMantis / Thrustaevis / Belhelmel,GIM47N / Creeps / Wedge+Biggs / Malboro,X,,,
e7843bb5,172,YES = 0,GlacialEye / Belhelmel / IronGiant / Thrustaevis,Creeps / Wedge+Biggs / Grat / Thrustaevis,GrandMantis / Thrustaevis / Chimera / Buel,Chimera / Wedge+Biggs / Buel / Malboro,Malboro / Thrustaevis / GlacialEye / Chimera,TonberryKing / Grat / Elastoid / Malboro,Chimera / GIM47N / Thrustaevis / Elnoyle,Malboro / Grat / Thrustaevis / IronGiant,Jelleye / Malboro / Chimera / Behemoth,Mesmerize / Buel / Creeps / Elastoid,X,,,
57a100f2,173,YES = 0,GIM47N / Buel / Grendel / Belhelmel,TonberryKing / Malboro / Elnoyle / Anacondaur,Chimera / Buel / GrandMantis / Jelleye,GIM47N / RubyDragon / GrandMantis / IronGiant,Jelleye / Mesmerize / IronGiant / Chimera,Mesmerize / RubyDragon / Grat / GIM47N,Belhelmel / Mesmerize / Chimera / RubyDragon,Grendel / Elnoyle / Chimera / Wedge+Biggs,Behemoth / Mesmerize / GlacialEye / Buel,Elastoid / Grendel / Jelleye / RubyDragon,X,,,
59ec0bcb,174,NO = 118,GrandMantis / Grendel / GIM47N / Creeps,Anacondaur / GrandMantis / Creeps / Thrustaevis,RubyDragon / Jelleye / Anacondaur / Buel,Wedge+Biggs / RubyDragon / Belhelmel / Grendel,Chimera / TonberryKing / Grendel / Anacondaur,Malboro / Belhelmel / TonberryKing / Grendel,Jelleye / Wedge+Biggs / Grat / Belhelmel,Mesmerize / Belhelmel / Grat / Chimera,Anacondaur / Wedge+Biggs / IronGiant / GIM47N,Jelleye / Thrustaevis / Buel / RubyDragon,X,,,
0a69c090,175,YES = 0,Behemoth / Chimera / Wedge+Biggs / Thrustaevis,Thrustaevis / Grendel / GrandMantis / Creeps,Creeps / Behemoth / GrandMantis / Thrustaevis,Grat / Grendel / Behemoth / Buel,Belhelmel / Mesmerize / Elastoid / Anacondaur,RubyDragon / Jelleye / Malboro / Mesmerize,IronGiant / Belhelmel / Elnoyle / RubyDragon,Jelleye / Belhelmel / IronGiant / Buel,RubyDragon / Elastoid / Malboro / Chimera,GrandMantis / Anacondaur / GIM47N / Elastoid,X,,,
76068351,176,NO = 41,Malboro / TonberryKing / Mesmerize / Elastoid,TonberryKing / GlacialEye / Chimera / Anacondaur,Behemoth / TonberryKing / Belhelmel / Jelleye,Thrustaevis / Belhelmel / Grat / Buel,Jelleye / TonberryKing / GIM47N / GlacialEye,Buel / Belhelmel / Anacondaur / Thrustaevis,Thrustaevis / Wedge+Biggs / RubyDragon / Creeps,TonberryKing / Thrustaevis / RubyDragon / GrandMantis,IronGiant / Wedge+Biggs / Grendel / Buel,Elastoid / Thrustaevis / TonberryKing / Belhelmel,X,,,
5b3344de,177,YES = 0,Chimera / Belhelmel / IronGiant / Anacondaur,GIM47N / Wedge+Biggs / Grat / Belhelmel,TonberryKing / Belhelmel / Chimera / Creeps,Behemoth / Wedge+Biggs / Chimera / Jelleye,GIM47N / Thrustaevis / GlacialEye / Buel,Jelleye / IronGiant / GlacialEye / Buel,XX,XX,XX,XX,X,,,
e76b6bc7,178,YES = 0,GIM47N / Elnoyle / Jelleye / TonberryKing,Jelleye / Mesmerize / IronGiant / TonberryKing,Grat / Elnoyle / IronGiant / Chimera,Belhelmel / GlacialEye / Buel / GIM47N,Grendel / Elnoyle / Chimera / RubyDragon,Grat / GlacialEye / Wedge+Biggs / IronGiant,Elastoid / TonberryKing / Behemoth / RubyDragon,Elnoyle / Belhelmel / Elastoid / Buel,Wedge+Biggs / TonberryKing / Thrustaevis / Malboro,Belhelmel / Malboro / Grendel / Mesmerize,X,,,
3145695c,179,NO = 109,Behemoth / Buel / GIM47N / GlacialEye,Elastoid / RubyDragon / Creeps / Thrustaevis,Elnoyle / Behemoth / RubyDragon / Grendel,IronGiant / Creeps / Grendel / GrandMantis,Belhelmel / Chimera / Grendel / Mesmerize,Grendel / Wedge+Biggs / Belhelmel / Creeps,Grat / Chimera / GrandMantis / Anacondaur,Belhelmel / Grendel / IronGiant / Jelleye,Creeps / Behemoth / IronGiant / Mesmerize,Wedge+Biggs / Jelleye / Mesmerize / Belhelmel,X,,,
644b0aad,180,YES = 0,Elnoyle / IronGiant / GlacialEye / Grendel,Behemoth / Jelleye / Belhelmel / Creeps,Elastoid / GIM47N / Belhelmel / Malboro,RubyDragon / GrandMantis / Anacondaur / Elnoyle,Wedge+Biggs / Elastoid / Anacondaur / Thrustaevis,GlacialEye / GrandMantis / RubyDragon / Chimera,Creeps / GIM47N / Grendel / Elastoid,GrandMantis / Grat / TonberryKing / Malboro,GlacialEye / Thrustaevis / Jelleye / TonberryKing,Malboro / IronGiant / Grat / Mesmerize,X,,,
2a4f558a,181,NO = 12,GlacialEye / Belhelmel / Grendel / Creeps,Creeps / Wedge+Biggs / Elnoyle / GrandMantis,IronGiant / Belhelmel / GrandMantis / Buel,Chimera / Wedge+Biggs / Belhelmel / GrandMantis,Malboro / Thrustaevis / IronGiant / Anacondaur,Wedge+Biggs / IronGiant / Grat / TonberryKing,Mesmerize / Thrustaevis / Chimera / IronGiant,Anacondaur / IronGiant / Mesmerize / Chimera,GrandMantis / Anacondaur / GlacialEye / GIM47N,Buel / IronGiant / Elastoid / RubyDragon,X,,,
3e698183,182,YES = 2,IronGiant / Jelleye / RubyDragon / Thrustaevis,Elastoid / Grendel / Creeps / Grat,Malboro / GrandMantis / Jelleye / Creeps,GrandMantis / Elastoid / Wedge+Biggs / Buel,GlacialEye / GrandMantis / Grendel / Thrustaevis,Anacondaur / GIM47N / Behemoth / Malboro,GrandMantis / Buel / Elnoyle / Jelleye,GlacialEye / GIM47N / Mesmerize / IronGiant,GIM47N / Grat / Chimera / GrandMantis,TonberryKing / Malboro / Belhelmel / Elastoid,X,,,
d7935ce8,183,NO = 50,Buel / GlacialEye / Elastoid / Grat,Elastoid / TonberryKing / RubyDragon / Anacondaur,RubyDragon / Belhelmel / GlacialEye / Jelleye,IronGiant / Jelleye / Elastoid / Grat,Elastoid / Belhelmel / GlacialEye / Mesmerize,RubyDragon / GrandMantis / Anacondaur / Thrustaevis,Grat / Elastoid / Malboro / Grendel,Belhelmel / GrandMantis / Creeps / Jelleye,Anacondaur / GIM47N / Elnoyle / Mesmerize,GrandMantis / Grat / TonberryKing / Belhelmel,X,,,
79a12dc9,184,NO = 23,Behemoth / GrandMantis / Mesmerize / GIM47N,GIM47N / Thrustaevis / Belhelmel / Wedge+Biggs,Grendel / IronGiant / GlacialEye / Creeps,Buel / Thrustaevis / GIM47N / TonberryKing,Thrustaevis / IronGiant / Behemoth / Anacondaur,Creeps / Anacondaur / Mesmerize / Malboro,IronGiant / Behemoth / Malboro / GIM47N,Elastoid / Anacondaur / Grendel / Elnoyle,RubyDragon / Behemoth / Elnoyle / Wedge+Biggs,IronGiant / Creeps / TonberryKing / Chimera,X,,,
c32ddef6,185,NO = 70,Creeps / Elastoid / IronGiant / Grendel,GrandMantis / Wedge+Biggs / Grat / IronGiant,Mesmerize / Thrustaevis / Chimera / Malboro,Anacondaur / IronGiant / Mesmerize / GIM47N,Jelleye / Thrustaevis / RubyDragon / TonberryKing,Chimera / IronGiant / Elastoid / TonberryKing,Malboro / Anacondaur / Thrustaevis / Behemoth,TonberryKing / IronGiant / GIM47N / GlacialEye,Behemoth / Anacondaur / Malboro / Jelleye,Thrustaevis / Behemoth / Creeps / TonberryKing,X,,,
7f0408ff,186,NO = 6,Wedge+Biggs / Behemoth / Chimera / GrandMantis,Creeps / Mesmerize / Thrustaevis / Wedge+Biggs,Anacondaur / Chimera / Belhelmel / Jelleye,GrandMantis / Grendel / GlacialEye / Malboro,Mesmerize / Chimera / Thrustaevis / TonberryKing,Anacondaur / Grendel / GIM47N / IronGiant,TonberryKing / Anacondaur / GrandMantis / Thrustaevis,Behemoth / Grendel / RubyDragon / GIM47N,GIM47N / RubyDragon / Grat / IronGiant,TonberryKing / Jelleye / Grendel / Wedge+Biggs,X,,,
f3af2734,187,NO = 40,Elnoyle / Chimera / TonberryKing / Jelleye,Behemoth / Grendel / Jelleye / IronGiant,Thrustaevis / Mesmerize / Grat / Chimera,Grendel / Elnoyle / IronGiant / GIM47N,Buel / GlacialEye / RubyDragon / IronGiant,Belhelmel / TonberryKing / Chimera / Wedge+Biggs,RubyDragon / GlacialEye / Buel / Chimera,IronGiant / TonberryKing / GlacialEye / Elnoyle,Belhelmel / GIM47N / Anacondaur / Mesmerize,RubyDragon / Wedge+Biggs / Thrustaevis / Grendel,X,,,
2f7408a5,188,NO = 112,RubyDragon / Belhelmel / Buel / Grendel,IronGiant / TonberryKing / GlacialEye / GrandMantis,Elastoid / Belhelmel / Mesmerize / RubyDragon,Anacondaur / Wedge+Biggs / Belhelmel / Elnoyle,GrandMantis / Thrustaevis / Elastoid / Creeps,GlacialEye / GrandMantis / Anacondaur / Jelleye,Anacondaur / GIM47N / IronGiant / Jelleye,Wedge+Biggs / Grat / RubyDragon / Grendel,Malboro / Grendel / GIM47N / IronGiant,Malboro / Grat / TonberryKing / Elnoyle,X,,,
ed004d22,189,NO = 56,GlacialEye / Anacondaur / GIM47N / Buel,RubyDragon / IronGiant / Creeps / GlacialEye,Wedge+Biggs / Anacondaur / RubyDragon / Thrustaevis,Chimera / Behemoth / Elnoyle / Grendel,Malboro / Creeps / Jelleye / GrandMantis,TonberryKing / Behemoth / Wedge+Biggs / Mesmerize,Mesmerize / Creeps / GrandMantis / Belhelmel,Anacondaur / Mesmerize / IronGiant / Grendel,Jelleye / RubyDragon / Behemoth / Belhelmel,Mesmerize / IronGiant / Jelleye / Grat,X,,,
1a4a7e3b,190,NO = 10,Elastoid / Elnoyle / Wedge+Biggs / Creeps,Creeps / GlacialEye / GIM47N / Behemoth,Grat / TonberryKing / Thrustaevis / Elastoid,GlacialEye / Malboro / Elnoyle / Elastoid,Anacondaur / Jelleye / Creeps / Elnoyle,Wedge+Biggs / Elastoid / Elnoyle / IronGiant,GrandMantis / Elnoyle / Chimera / GIM47N,Malboro / Elastoid / GrandMantis / GIM47N,Wedge+Biggs / GrandMantis / RubyDragon / Grat,Chimera / GIM47N / Grat / Jelleye,X,,,
544b1440,191,NO = 83,Wedge+Biggs / Buel / Belhelmel / Thrustaevis,Mesmerize / Malboro / GlacialEye / RubyDragon,Thrustaevis / Buel / Elastoid / TonberryKing,Jelleye / RubyDragon / Elastoid / IronGiant,Buel / Anacondaur / Grendel / GlacialEye,GIM47N / RubyDragon / Malboro / Mesmerize,Elnoyle / Mesmerize / Creeps / Jelleye,Behemoth / Elnoyle / Wedge+Biggs / GlacialEye,GIM47N / Mesmerize / TonberryKing / Behemoth,RubyDragon / Elnoyle / Jelleye / Elastoid,X,,,
64667741,192,YES = 0,Malboro / Mesmerize / GlacialEye / Wedge+Biggs,Wedge+Biggs / RubyDragon / Chimera / Grat,Mesmerize / Belhelmel / Elastoid / Thrustaevis,Anacondaur / Elnoyle / Elastoid / Malboro,GrandMantis / GlacialEye / Malboro / TonberryKing,XX,XX,XX,XX,XX,X,,,
115ccc0e,193,NO = 118,Malboro / IronGiant / Buel / TonberryKing,TonberryKing / Anacondaur / Behemoth / IronGiant,Mesmerize / Behemoth / GlacialEye / Anacondaur,Anacondaur / Thrustaevis / Buel / GIM47N,Grendel / Behemoth / Belhelmel / Creeps,Buel / Creeps / Belhelmel / GrandMantis,GIM47N / Chimera / Malboro / Buel,Elnoyle / Creeps / Anacondaur / Belhelmel,Behemoth / Chimera / RubyDragon / Anacondaur,GIM47N / Elnoyle / Jelleye / Thrustaevis,X,,,
69ba1d37,194,YES = 0,Behemoth / Grendel / GIM47N / Mesmerize,Thrustaevis / GlacialEye / Anacondaur / Belhelmel,Grendel / Elnoyle / Malboro / Creeps,Buel / GlacialEye / Grendel / Jelleye,Thrustaevis / TonberryKing / Elnoyle / Buel,RubyDragon / Mesmerize / TonberryKing / GlacialEye,IronGiant / Elnoyle / Jelleye / Thrustaevis,Elastoid / GlacialEye / IronGiant / Elnoyle,RubyDragon / TonberryKing / Grat / Wedge+Biggs,IronGiant / GlacialEye / Buel / Chimera,X,,,
3abc300c,195,YES = 0,Elnoyle / Mesmerize / Thrustaevis / TonberryKing,Behemoth / RubyDragon / Thrustaevis / IronGiant,GIM47N / Mesmerize / Malboro / Chimera,Grendel / Creeps / GIM47N / Belhelmel,Grat / Behemoth / Elnoyle / RubyDragon,GlacialEye / Creeps / Elnoyle / Wedge+Biggs,Creeps / Chimera / Jelleye / Behemoth,IronGiant / Grendel / Wedge+Biggs / Creeps,Chimera / Grat / Malboro / Mesmerize,RubyDragon / Grendel / IronGiant / Elnoyle,X,,,
c72f159d,196,NO = 79,TonberryKing / Wedge+Biggs / GlacialEye / Malboro,Behemoth / Thrustaevis / GIM47N / Elnoyle,GIM47N / IronGiant / Thrustaevis / Wedge+Biggs,Jelleye / Malboro / Chimera / Behemoth,Buel / Grat / RubyDragon / Elastoid,Thrustaevis / Malboro / Grendel / RubyDragon,Jelleye / Buel / Elnoyle / Behemoth,IronGiant / RubyDragon / GrandMantis / Grat,Elastoid / Buel / GrandMantis / GlacialEye,Elnoyle / RubyDragon / IronGiant / Thrustaevis,X,,,
fa6a47ba,197,YES = 0,Behemoth / Wedge+Biggs / Anacondaur / Belhelmel,GIM47N / Thrustaevis / Belhelmel / Jelleye,Elnoyle / IronGiant / GIM47N / Thrustaevis,Buel / Thrustaevis / Grat / Mesmerize,Belhelmel / Grat / Anacondaur / GIM47N,Creeps / Malboro / RubyDragon / Buel,Grat / Creeps / Wedge+Biggs / Jelleye,Malboro / TonberryKing / Behemoth / Mesmerize,RubyDragon / Buel / TonberryKing / Elastoid,IronGiant / RubyDragon / GrandMantis / Malboro,X,,,
3479e1f3,198,NO = 38,IronGiant / Wedge+Biggs / Elastoid / Jelleye,Elastoid / Anacondaur / Grat / Malboro,RubyDragon / GrandMantis / Malboro / GlacialEye,Wedge+Biggs / GIM47N / RubyDragon / Thrustaevis,GlacialEye / Grat / Grendel / Chimera,Creeps / GIM47N / TonberryKing / GrandMantis,GrandMantis / Grat / Jelleye / Buel,GlacialEye / Malboro / GrandMantis / Elastoid,Malboro / Grat / IronGiant / Belhelmel,TonberryKing / Malboro / Buel / Grat,X,,,
18064698,199,NO = 9,Grendel / Elastoid / Behemoth / Grat,Buel / GrandMantis / TonberryKing / RubyDragon,GIM47N / GrandMantis / Malboro / Chimera,RubyDragon / Wedge+Biggs / GrandMantis / Elnoyle,IronGiant / Thrustaevis / Wedge+Biggs / Anacondaur,Elastoid / IronGiant / Buel / Chimera,RubyDragon / Anacondaur / Chimera / Elastoid,Grat / IronGiant / Mesmerize / RubyDragon,GlacialEye / Anacondaur / Belhelmel / Jelleye,Creeps / Behemoth / Elastoid / Grat,X,,,
d5343fb9,200,YES = 0,Behemot / Chimera / IronGiant / Jelleye,GIM47N / Creeps / Behemot / Chimera,Jelleye / Mesmerize / Buel / GIM47N,Buel / Elnoyle / Chimera / RubyDragon,Belhelmel / GlacialEye / Wedge+Biggs / Grat,Grendel / Elnoyle / Belhelmel / Behemot,Grat / GlacialEye / Elastoid / Buel,Elastoid / TonberryKing / Anacondaur / Malboro,Elnoyle / GlacialEye / Malboro / Grendel,IronGiant / TonberryKing / Creeps / Grat,X,,,
a1cc6c26,201,NO = 37,Anacondaur / Grendel / Chimera / IronGiant,TonberryKing / Belhelmel / GIM47N / Mesmerize,Behemot / Jelleye / Elastoid / GIM47N,GIM47N / Thrustaevis / Elnoyle / Malboro,TonberryKing / Jelleye / Anacondaur / Wedge+Biggs,Behemot / Elastoid / RubyDragon / Buel,Thrustaevis / GrandMantis / Creeps / Belhelmel,Jelleye / Elastoid / Elnoyle / Anacondaur,Grat / Wedge+Biggs / Jelleye / Chimera,Belhelmel / Thrustaevis / GrandMantis / Grat,X,,,
5e56886f,202,NO = 97,Grat / GrandMantis&GIM47N / Jelleye,Belhelmel / Elastoid / Creeps / Buel,Elnoyle / GrandMantis / RubyDragon / GlacialEye,IronGiant / GIM47N / Elnoyle / Anacondaur,Elastoid / Grat / Jelleye / Grendel,Elnoyle / GIM47N / Wedge+Biggs / Grat,Grat / GrandMantis&Grendel / TonberryKing,GlacialEye / Malboro / IronGiant / GIM47N,Creeps / Buel / Behemot / Elnoyle,GrandMantis / Anacondaur / Mesmerize / Wedge+Biggs,X,,,
78a7e3e4,203,NO = 104,Grendel / Behemot / Wedge+Biggs / GlacialEye,Grat / RubyDragon / GrandMantis / Thrustaevis,Belhelmel / Mesmerize / IronGiant / RubyDragon,Creeps / Elnoyle / Behemot / Wedge+Biggs,Wedge+Biggs / Mesmerize / Behemot / GlacialEye,Elnoyle / Chimera / Elastoid / Grendel,RubyDragon / GlacialEye / Belhelmel / Malboro,Wedge+Biggs / TonberryKing / Belhelmel / Elnoyle,GlacialEye / GIM47N / IronGiant / Thrustaevis,Thrustaevis / TonberryKing / Anacondaur / Chimera,X,,,
08e81195,204,YES = 0,GIM47N / IronGiant / Buel / Mesmerize,TonberryKing / Anacondaur / Chimera / Belhelmel,Buel / Behemot / GlacialEye / Creeps,Thrustaevis / Anacondaur / Jelleye / Grat,Jelleye / Buel / Elastoid / Creeps,Grat / RubyDragon / Thrustaevis / Buel,Belhelmel / Buel / Malboro / GIM47N,Elnoyle / RubyDragon / Anacondaur / Mesmerize,IronGiant / Mesmerize / Elnoyle / Wedge+Biggs,Elastoid / Elnoyle / Chimera / GlacialEye,X,,,
fc4fa552,205,NO = 129,Chimera / Wedge+Biggs / Belhelmel / RubyDragon,GIM47N / Thrustaevis / Anacondaur / Jelleye,TonberryKing / Wedge+Biggs / GlacialEye / Jelleye,Chimera / GIM47N / Elastoid / Grat,Belhelmel / Grat / Thrustaevis / Mesmerize,Grendel / GIM47N / Malboro / Thrustaevis,Buel / Grat / Malboro / Creeps,Belhelmel / Malboro / Grendel / GrandMantis,Elnoyle / Buel / Behemot / GrandMantis,Behemot / Malboro / Jelleye / TonberryKing,X,,,
bc7e8cab,206,YES = 0,Grat / Anacondaur / Elnoyle / Buel,GlacialEye / Behemot / Grendel / Belhelmel,Creeps / Jelleye / Anacondaur / Chimera,Wedge+Biggs / Buel / Elnoyle / RubyDragon,RubyDragon / Grat / IronGiant / GrandMantis,RubyDragon / Mesmerize / IronGiant / Chimera,Wedge+Biggs / RubyDragon / Chimera / GIM47N,GlacialEye / Mesmerize / RubyDragon / Wedge+Biggs,Anacondaur / Elnoyle / TonberryKing / Elastoid,Jelleye / GlacialEye / Behemot / IronGiant,X,,,
eb2653f0,207,NO = 123,Behemot / GlacialEye / GrandMantis / RubyDragon,GIM47N / Jelleye / Elastoid / Mesmerize,RubyDragon / Elastoid / Thrustaevis / Belhelmel,IronGiant / GrandMantis / malboro / Creeps,Belhelmel / Elastoid / Anacondaur / Jelleye,Creeps / GrandMantis / Grendel / Grat,Grat / GIM47N / Elnoyle / IronGiant,Belhelmel / GrandMantis / Jelleye / GIM47N,RubyDragon / GIM47N / TonberryKing / Elnoyle,Wedge+Biggs / Grat / Malboro / Creeps,X,,,
93e46731,208,YES = 0,Malboro / Mesmerize / RubyDragon / Elnoyle,Wedge+Biggs / Elnoyle / Grendel / IronGiant,GlacialEye / Elnoyle / Chimera / Mesmerize,Thrustaevis / Elnoyle / Wedge+Biggs / GIM47N,Jelleye / GlacialEye / GrandMantis / RubyDragon,XX,XX,XX,XX,XX,X,,,
6e551f3e,209,YES = 0,Elastoid / Grat / Thrustaevis / GlacialEye,RubyDragon / GIM47N / Anacondaur / Thrustaevis,IronGiant / Grat / Malboro / Grendel,Elastoid / Malboro / Grendel / Wedge+Biggs,Creeps / Grat / Elnoyle / Behemot,Grat / Malboro / Jelleye / Elastoid,Belhelmel / Behemot / GrandMantis / Malboro,Anacondaur / Creeps / IronGiant / TonberryKing,GrandMantis / Behemot / Grat / IronGiant,Creeps / Behemot / Malboro / Thrustaevis,X,,,
cbfe2aa7,210,YES = 0,Behemot / Buel / GlacialEye / Jelleye,GIM47N / RubyDragon / Belhelmel / Grat,Jelleye / Mesmerize / GIM47N / GlacialEye,Buel / Elnoyle / Anacondaur / Thrustaevis,Thrustaevis / Mesmerize / Malboro / Creeps,Jelleye / Elnoyle / Grendel / GrandMantis,Behemot / GlacialEye / Grendel / Buel,Elastoid / Elnoyle / TonberryKing / Belhelmel,Elnoyle / GlacialEye / Jelleye / Anacondaur,IronGiant / Jelleye / Grendel / Grat,X,,,
